count_nintendo_games,name_column,platform_column,year_game,genre_column,transform_date
376,MARIO & LUIGI: PAPER JAM,3DS,2015,Role-Playing,2026-08-03
377,SWORD OF MANA,GBA,2003,Role-Playing,2026-08-03
378,CLASSIC NES SERIES: DONKEY KONG,GBA,2004,Platform,2026-08-03
379,YOSHI,GB,1991,Puzzle,2026-08-03
380,KIRBY: CANVAS CURSE,DS,2005,Platform,2026-08-03
381,PRACTISE ENGLISH!,DS,2007,Misc,2026-08-03
382,JUST DANCE WII,Wii,2011,Misc,2026-08-03
383,STYLE SAVVY: TRENDSETTERS,3DS,2012,Simulation,2026-08-03
384,MONSTER HUNTER TRI,WiiU,2012,Role-Playing,2026-08-03
385,RHYTHM HEAVEN: THE BEST+,3DS,2015,Misc,2026-08-03
386,BLAST CORPS,N64,1997,Action,2026-08-03
387,"WARIOWARE, INC.: MEGA PARTY GAME$",GC,2003,Puzzle,2026-08-03
388,ADVANCE WARS,GBA,2001,Strategy,2026-08-03
389,CLASSIC NES SERIES: ZELDA II: THE ADVENTURE OF LINK,GBA,2004,Adventure,2026-08-03
390,FIRE EMBLEM: MONSH? NO NAZO,SNES,1994,Role-Playing,2026-08-03
391,MARIO PINBALL LAND,GBA,2004,Misc,2026-08-03
392,NINTENDO PRESENTS: NEW STYLE BOUTIQUE 2 - FASHION FORWARD,3DS,2015,Misc,2026-08-03
393,KIRBY'S DREAM COLLECTION: SPECIAL EDITION,Wii,2012,Action,2026-08-03
394,THE LAST STORY,Wii,2011,Role-Playing,2026-08-03
395,FOSSIL FIGHTERS: CHAMPIONS,DS,2010,Role-Playing,2026-08-03
396,100 CLASSIC BOOKS,DS,2008,Misc,2026-08-03
397,WARIO: MASTER OF DISGUISE,DS,2007,Platform,2026-08-03
398,NEW PLAY CONTROL! PIKMIN,Wii,2008,Strategy,2026-08-03
399,F-ZERO GX,GC,2003,Racing,2026-08-03
400,YOSHI TOPSY-TURVY,GBA,2004,Platform,2026-08-03
401,ADVANCE WARS 2: BLACK HOLE RISING,GBA,2003,Strategy,2026-08-03
402,FIRE EMBLEM: SHADOW DRAGON,DS,2008,Role-Playing,2026-08-03
403,CRUIS'N WORLD,N64,1998,Racing,2026-08-03
404,DONKEY KONG BARREL BLAST,Wii,2007,Racing,2026-08-03
405,METROID PRIME: TRILOGY,Wii,2009,Shooter,2026-08-03
406,ADVANCE WARS: DAYS OF RUIN,DS,N/A,Strategy,2026-08-03
407,MARIO'S PICROSS,GB,1995,Puzzle,2026-08-03
408,GANBARU WATASHI NO KAKEI DIARY,DS,2007,Misc,2026-08-03
409,NEW PLAY CONTROL! DONKEY KONG JUNGLE BEAT,Wii,2008,Platform,2026-08-03
410,FINAL FANTASY IV ADVANCE,GBA,2005,Role-Playing,2026-08-03
411,GAME & WATCH GALLERY 4,GBA,2002,Misc,2026-08-03
412,NEW PLAY CONTROL! PIKMIN 2,Wii,2009,Strategy,2026-08-03
413,WAVE RACE: BLUE STORM,GC,2001,Racing,2026-08-03
414,WARIOWARE D.I.Y.,DS,2009,Misc,2026-08-03
415,MICKEY'S SPEEDWAY USA,N64,2000,Racing,2026-08-03
416,POKEMON TROZEI!,DS,2005,Puzzle,2026-08-03
417,KIRBY'S DREAM COURSE,SNES,1994,Sports,2026-08-03
418,FIRE EMBLEM: SEISEN NO KEIFU,SNES,1996,Strategy,2026-08-03
419,ROOMS: THE MAIN BUILDING,DS,2010,Adventure,2026-08-03
420,TETRIS PARTY DELUXE,Wii,2010,Puzzle,2026-08-03
421,THE MYSTERIOUS MURASAME CASTLE,NES,1986,Action,2026-08-03
422,DONKEY KONG JUNGLE CLIMBER,DS,2007,Platform,2026-08-03
423,CLASSIC NES SERIES: DR. MARIO,GBA,2004,Puzzle,2026-08-03
424,HOTEL DUSK: ROOM 215,DS,2007,Adventure,2026-08-03
425,XENOBLADE CHRONICLES,3DS,2015,Role-Playing,2026-08-03
426,HAMTARO: HAM-HAMS UNITE!,GB,2001,Role-Playing,2026-08-03
427,DS BIMOJI TRAINING,DS,2008,Misc,2026-08-03
428,JUMP SUPER STARS,DS,2005,Fighting,2026-08-03
429,EXCITE TRUCK,Wii,2006,Racing,2026-08-03
430,INAZUMA ELEVEN,DS,2008,Role-Playing,2026-08-03
431,FIRE EMBLEM: PATH OF RADIANCE,GC,2005,Action,2026-08-03
432,STAR FOX COMMAND,DS,2006,Shooter,2026-08-03
433,INAZUMA ELEVEN GO,3DS,2011,Role-Playing,2026-08-03
434,KIRBY AND THE RAINBOW CURSE,WiiU,2015,Platform,2026-08-03
435,PICROSS 3D,DS,2009,Puzzle,2026-08-03
436,WAYNE GRETZKY'S 3D HOCKEY,N64,1996,Sports,2026-08-03
437,MARIO TENNIS: POWER TOUR,GBA,2005,Sports,2026-08-03
438,NARUTO SHIPPUDEN: CLASH OF NINJA REVOLUTION 3,Wii,2009,Fighting,2026-08-03
439,KENKOU OUEN RECIPE 1000: DS KONDATE ZENSHUU,DS,2006,Misc,2026-08-03
440,JAM WITH THE BAND,DS,2008,Misc,2026-08-03
441,FIRE EMBLEM: RADIANT DAWN,Wii,2007,Strategy,2026-08-03
442,WRECKING CREW,NES,1985,Platform,2026-08-03
443,PICROSS DS,DS,2007,Puzzle,2026-08-03
444,TACTICS OGRE: THE KNIGHT OF LODIS,GBA,2001,Role-Playing,2026-08-03
445,FORTUNE STREET,Wii,2011,Misc,2026-08-03
446,MARIO & WARIO,SNES,1993,Puzzle,2026-08-03
447,POKEMON ART ACADEMY,3DS,2014,Misc,2026-08-03
448,STEEL DIVER,3DS,2011,Action,2026-08-03
449,CHILDREN OF MANA,DS,2006,Role-Playing,2026-08-03
450,MARIO GOLF: WORLD TOUR,3DS,2014,Sports,2026-08-03
451,FLINGSMASH,Wii,2010,Action,2026-08-03
452,BRAVELY SECOND: END LAYER,3DS,2015,Role-Playing,2026-08-03
453,DENSETSU NO STAFI,GBA,2002,Platform,2026-08-03
454,BOMBERMAN HERO,N64,1998,Platform,2026-08-03
455,DANCE DANCE REVOLUTION: MARIO MIX,GC,2005,Misc,2026-08-03
456,CLASSIC NES SERIES: PAC-MAN,GBA,2004,Puzzle,2026-08-03
457,ART ACADEMY: LESSONS FOR EVERYONE,3DS,2012,Action,2026-08-03
458,MARIO & SONIC AT THE RIO 2016 OLYMPIC GAMES,3DS,2016,Action,2026-08-03
459,MOTHER 1+2,GBA,2003,Role-Playing,2026-08-03
460,PUZZLE & DRAGONS Z + SUPER MARIO BROS. EDITION,3DS,2015,Puzzle,2026-08-03
461,SAMURAI WARRIORS 3,Wii,2009,Action,2026-08-03
462,POKEMON PUZZLE LEAGUE,N64,2000,Puzzle,2026-08-03
463,MARIO TENNIS ULTRA SMASH,WiiU,2015,Sports,2026-08-03
464,MARIO GOLF: ADVANCE TOUR,GBA,2004,Sports,2026-08-03
465,DENSETSU NO STAFI 2,GBA,2003,Platform,2026-08-03
466,SIN AND PUNISHMENT: STAR SUCCESSOR,Wii,2009,Shooter,2026-08-03
467,WARIO WORLD,GC,2003,Platform,2026-08-03
468,ETERNAL DARKNESS: SANITY'S REQUIEM,GC,2002,Adventure,2026-08-03
469,MASTER OF ILLUSION,DS,2006,Puzzle,2026-08-03
470,CLASSIC NES SERIES: METROID,GBA,2004,Adventure,2026-08-03
471,MISCHIEF MAKERS,N64,1997,Platform,2026-08-03
472,FAMICOM MINI: SUPER MARIO BROS. 2,GBA,2004,Platform,2026-08-03
473,DR. MARIO 64,N64,2001,Puzzle,2026-08-03
474,ZACK & WIKI: QUEST FOR BARBAROS' TREASURE,Wii,2007,Adventure,2026-08-03
475,ANIMAL CROSSING: AMIIBO FESTIVAL,WiiU,2015,Misc,2026-08-03
476,HYRULE WARRIORS,3DS,2016,Action,2026-08-03
477,OGRE BATTLE 64: PERSON OF LORDLY CALIBER,N64,1999,Role-Playing,2026-08-03
478,THE WONDERFUL 101,WiiU,2013,Action,2026-08-03
479,MARIO NO SUPER PICROSS,SNES,1995,Puzzle,2026-08-03
480,STORY OF SEASONS,3DS,2014,Simulation,2026-08-03
481,ADVANCE WARS: DUAL STRIKE,DS,2005,Strategy,2026-08-03
482,BATTALION WARS,GC,2005,Strategy,2026-08-03
483,RR64: RIDGE RACER 64,N64,1999,Racing,2026-08-03
484,MOTHER 3,GBA,2006,Role-Playing,2026-08-03
485,WII SPORTS CLUB,WiiU,2014,Sports,2026-08-03
486,FIRE EMBLEM: FUUIN NO TSURUGI,GBA,2002,Role-Playing,2026-08-03
487,DONKEY KONGA 2,GC,2004,Misc,2026-08-03
488,MYSTERY CASE FILES: THE MALGRAVE INCIDENT,Wii,2011,Adventure,2026-08-03
489,YOSHI TOUCH & GO,DS,2005,Platform,2026-08-03
490,CUSTOM ROBO V2,N64,2000,Fighting,2026-08-03
491,CHIBI-ROBO! PLUG INTO ADVENTURE!,GC,2005,Adventure,2026-08-03
492,SUPER SOCCER,SNES,1991,Sports,2026-08-03
493,WARIO LAND II (GBC),GB,1998,Platform,2026-08-03
494,ELITE BEAT AGENTS,DS,2006,Misc,2026-08-03
495,POKEMON CHANNEL,GC,2003,Adventure,2026-08-03
496,CUSTOM ROBO,GC,2004,Role-Playing,2026-08-03
497,PAC-MAN WORLD 2,GC,2002,Action,2026-08-03
498,TRAUMA CENTER: UNDER THE KNIFE,DS,2005,Simulation,2026-08-03
499,HAMTARO: HAM-HAM HEARTBREAK,GBA,2002,Action,2026-08-03
500,KIRBY'S DREAM LAND 3,SNES,1997,Platform,2026-08-03
501,TETRISPHERE,N64,1997,Puzzle,2026-08-03
502,TRAUMA CENTER: SECOND OPINION,Wii,2006,Simulation,2026-08-03
503,PICROSS 2,GB,1996,Puzzle,2026-08-03
504,BATTALION WARS 2,Wii,2007,Strategy,2026-08-03
505,FOSSIL FIGHTERS: FRONTIER,3DS,2014,Role-Playing,2026-08-03
506,STAR FOX: ZERO,WiiU,2016,Shooter,2026-08-03
507,STUNT RACE FX,SNES,1993,Racing,2026-08-03
508,ETRIAN ODYSSEY,DS,2007,Role-Playing,2026-08-03
509,CLASSIC NES SERIES: ICE CLIMBER,GBA,2004,Platform,2026-08-03
510,PANDORA'S TOWER,Wii,2011,Role-Playing,2026-08-03
511,PLANET PUZZLE LEAGUE,DS,2007,Puzzle,2026-08-03
512,CLASSIC NES SERIES: CASTLEVANIA,GBA,2004,Platform,2026-08-03
513,CUSTOM ROBO,N64,N/A,Role-Playing,2026-08-03
514,DR. MARIO / PUZZLE LEAGUE,GBA,2005,Puzzle,2026-08-03
515,KIRBY'S BLOCK BALL,GB,1995,Puzzle,2026-08-03
516,MARIO GOLF,GB,1999,Action,2026-08-03
517,DOUBUTSU NO MORI,N64,2001,Simulation,2026-08-03
518,KURUKURU KURURIN,GBA,2001,Puzzle,2026-08-03
519,GAMEBOY GALLERY,GB,1995,Misc,2026-08-03
520,TRAUMA CENTER: NEW BLOOD,Wii,2007,Simulation,2026-08-03
521,NES REMIX,WiiU,2014,Action,2026-08-03
522,RHYTHM TENGOKU,GBA,2006,Misc,2026-08-03
523,FOSSIL FIGHTERS (JP SALES),DS,2008,Role-Playing,2026-08-03
524,GLORY OF HERACLES,DS,2008,Role-Playing,2026-08-03
525,TRACE MEMORY,DS,2005,Adventure,2026-08-03
526,PUNCH-OUT!!,Wii,2007,Sports,2026-08-03
527,THE NEW TETRIS,N64,1999,Puzzle,2026-08-03
528,KEN GRIFFEY JR.'S SLUGFEST,N64,1999,Sports,2026-08-03
529,JUST DANCE WII 2,Wii,2012,Misc,2026-08-03
530,BATTLE & GET! POKEMON TYPING DS,DS,2011,Misc,2026-08-03
531,TALES OF PHANTASIA,GBA,2003,Role-Playing,2026-08-03
532,FINAL FANTASY VI ADVANCE,GBA,2006,Role-Playing,2026-08-03
533,MEGA MAN: DR. WILY'S REVENGE,GB,1991,Platform,2026-08-03
534,MEGA MAN II,GB,1991,Platform,2026-08-03
535,SING PARTY,WiiU,2012,Misc,2026-08-03
536,POKEMON BOX: RUBY & SAPPHIRE,GC,2003,Misc,2026-08-03
537,DONKEY KONG GB: DINKY KONG & DIXIE KONG,GB,2000,Platform,2026-08-03
538,EXCITEBOTS: TRICK RACING,Wii,2009,Racing,2026-08-03
539,MOERO! NEKKETSU RHYTHM DAMASHII: OSU! TATAKAE! OUENDAN! 2,DS,2007,Misc,2026-08-03
540,BATEN KAITOS: ETERNAL WINGS AND THE LOST OCEAN,GC,2003,Role-Playing,2026-08-03
541,COMMAND & CONQUER,N64,1999,Strategy,2026-08-03
542,TOHOKU DAIGAKU KAREI IGAKU KENKYUUSHO - KAWASHIMA RYUUTA KYOUJU KANSHUU - MONO SUGOKU NOU O KITAERU 5-FUNKAN NO ONI TRAINING,3DS,2012,Action,2026-08-03
543,MAGICAL VACATION,GBA,2001,Role-Playing,2026-08-03
544,AMERICA'S TEST KITCHEN: LET'S GET COOKING,DS,2010,Simulation,2026-08-03
545,FIRE EMBLEM: SHIN MONSHOU NO NAZO HIKARI TO KAGE NO EIYUU,DS,2010,Strategy,2026-08-03
546,DS BUNGAKU ZENSHUU,DS,2007,Misc,2026-08-03
547,INAZUMA ELEVEN STRIKERS,Wii,2011,Role-Playing,2026-08-03
548,FINAL FANTASY V ADVANCE,GBA,2006,Role-Playing,2026-08-03
549,POLARIUM,DS,2004,Puzzle,2026-08-03
550,CLASSIC NES SERIES: BOMBERMAN,GBA,2004,Action,2026-08-03
551,FIRE EMBLEM: THRACIA 776,SNES,1999,Strategy,2026-08-03
552,MARIO & SONIC AT THE RIO 2016 OLYMPIC GAMES,WiiU,2016,Action,2026-08-03
553,METROID PRIME PINBALL,DS,2005,Misc,2026-08-03
554,NBA COURTSIDE 2 FEATURING KOBE BRYANT,N64,1999,Sports,2026-08-03
555,FRESHLY-PICKED: TINGLE'S ROSY RUPEELAND,DS,2006,Role-Playing,2026-08-03
556,NBA COURTSIDE 2002,GC,2002,Sports,2026-08-03
557,CLASSIC NES SERIES: EXCITEBIKE,GBA,2004,Racing,2026-08-03
558,CLASSIC NES SERIES: XEVIOUS,GBA,2004,Shooter,2026-08-03
559,DK: KING OF SWING,GBA,2005,Platform,2026-08-03
560,DENSETSU NO STAFI 3,GBA,2004,Platform,2026-08-03
561,CHIBI-ROBO! ZIP LASH,3DS,2015,Platform,2026-08-03
562,GAME & WARIO,WiiU,2013,Misc,2026-08-03
563,NINTENDO PRESENTS: CROSSWORD COLLECTION,DS,2009,Puzzle,2026-08-03
564,GIRLS MODE 3: KIRAKIRA CODE,3DS,2015,Action,2026-08-03
565,METEOS,DS,2005,Puzzle,2026-08-03
566,LAST WINDOW: THE SECRET OF CAPE WEST,DS,2010,Adventure,2026-08-03
567,TETRIS 2 (WEEKLY JP SALES),GB,1992,Puzzle,2026-08-03
568,NARUTO SHIPPUDEN: NINJA COUNCIL 4,DS,2007,Action,2026-08-03
569,SUPER SWING GOLF,Wii,2006,Sports,2026-08-03
570,SUPER R-TYPE,SNES,1991,Shooter,2026-08-03
571,TETRIS ATTACK,GB,1996,Puzzle,2026-08-03
572,HAMTARO: HAM-HAM GAMES,GBA,2004,Sports,2026-08-03
573,KIRBY'S STAR STACKER,GB,1997,Puzzle,2026-08-03
574,SHIN MEGAMI TENSEI X FIRE EMBLEM,WiiU,2015,Role-Playing,2026-08-03
575,DISNEY'S MAGICAL QUEST STARRING MICKEY AND MINNIE,GBA,2002,Action,2026-08-03
576,SPIRIT CAMERA: THE CURSED MEMOIR,3DS,2012,Adventure,2026-08-03
577,YOSHI TOUCH & GO (JP SALES),DS,2005,Platform,2026-08-03
578,CODE NAME: S.T.E.A.M.,3DS,2015,Strategy,2026-08-03
579,ARE YOU SMARTER THAN A 5TH GRADER? BACK TO SCHOOL,Wii,2010,Misc,2026-08-03
580,HEROES OF RUIN,3DS,2012,Role-Playing,2026-08-03
581,SOLATOROBO: RED THE HUNTER,DS,2010,Role-Playing,2026-08-03
582,LITTLE BATTLERS EXPERIENCE: BAKU BOOST,3DS,2012,Action,2026-08-03
583,TRADE & BATTLE: CARD HERO,GB,2000,Strategy,2026-08-03
584,TEKKEN 3D: PRIME EDITION,3DS,2012,Fighting,2026-08-03
585,NINJA GAIDEN 3,WiiU,2012,Action,2026-08-03
586,DISNEY'S MAGICAL MIRROR STARRING MICKEY MOUSE,GC,2002,Adventure,2026-08-03
587,DISNEY MAGIC WORLD 2,3DS,2015,Action,2026-08-03
588,ACTIVE HEALTH WITH CAROL VORDERMAN,DS,2009,Sports,2026-08-03
589,SUDOKU GRIDMASTER (JP SALES),DS,2006,Puzzle,2026-08-03
590,DAIGASSO! BAND BROTHERS,DS,2004,Misc,2026-08-03
591,FACE TRAINING,DS,2007,Misc,2026-08-03
592,MAGICAL STARSIGN (US SALES),DS,2006,Role-Playing,2026-08-03
593,GAMEBOY WARS,GB,1991,Strategy,2026-08-03
594,POKÉMON I CHOOSE YOU / SQUIRTLE SQUAD GAME BOY ADVANCE VIDEO,GBA,2004,Misc,2026-08-03
595,DAIGASSO! BAND BROTHERS P,3DS,2013,Misc,2026-08-03
596,SUDOKU GRIDMASTER,DS,2006,Puzzle,2026-08-03
597,POKÉMON BEACH BLANK-OUT BLASTOISE / GO WEST YOUNG MEOWTH GAME BOY ADVANCE VIDEO,GBA,2004,Misc,2026-08-03
598,CUSTOM ROBO ARENA,DS,2006,Fighting,2026-08-03
599,DENSETSU NO STAFI 4,DS,2006,Platform,2026-08-03
600,STREET FIGHTER ALPHA 2,SNES,1996,Fighting,2026-08-03
601,ITOI SHIGESATO NO BASS TSURI NO. 1,SNES,1997,Sports,2026-08-03
602,CUBIVORE: SURVIVAL OF THE FITTEST,GC,2002,Adventure,2026-08-03
603,TRUE SWING GOLF,DS,2005,Sports,2026-08-03
604,DS RAKUBIKI JITEN,DS,2005,Misc,2026-08-03
605,STARCRAFT 64,N64,2000,Strategy,2026-08-03
606,F-ZERO: GP LEGEND,GBA,2003,Racing,2026-08-03
607,CULDCEPT,3DS,2012,Misc,2026-08-03
608,TETRIS ATTACK,SNES,1995,Puzzle,2026-08-03
609,GEIST,GC,2005,Adventure,2026-08-03
610,OKAERI! CHIBI-ROBO! HAPPY RICHIE OOSOUJI,DS,2009,Adventure,2026-08-03
611,DOSHIN THE GIANT,GC,2002,Simulation,2026-08-03
612,MR. DRILLER: DRILL SPIRITS,DS,2004,Puzzle,2026-08-03
613,MAGNETICA,DS,2006,Puzzle,2026-08-03
614,KORORINPA: MARBLE MANIA,Wii,2006,Puzzle,2026-08-03
615,ILLUSION OF GAIA,SNES,1993,Role-Playing,2026-08-03
616,SIN AND PUNISHMENT,N64,2000,Shooter,2026-08-03
617,POKÉMON: FOR HO-OH THE BELLS TOLL!: GAME BOY ADVANCE VIDEO,GBA,2004,Misc,2026-08-03
618,EYESHIELD 21: MAX DEVIL POWER,DS,2006,Role-Playing,2026-08-03
619,ASH: ARCHAIC SEALED HEAT,DS,2007,Role-Playing,2026-08-03
620,POCKET SOCCER LEAGUE: CALCIOBIT,3DS,2012,Sports,2026-08-03
621,FATAL FRAME: MAIDEN OF BLACK WATER,WiiU,2014,Action,2026-08-03
622,ZANGEKI NO REGINLEIV,Wii,2010,Action,2026-08-03
623,KOUSOKU CARD BATTLE: CARD HERO,DS,2007,Strategy,2026-08-03
624,ODAMA,GC,2006,Misc,2026-08-03
625,SOMA BRINGER,DS,2008,Role-Playing,2026-08-03
626,FAMICOM MINI: FAMICOM TANTEI CLUB - KIETA KOUKEISHA ZENKOUHEN,GBA,2004,Adventure,2026-08-03
627,IROZUKI TINGLE NO KOI NO BALLOON TRIP,DS,2009,Adventure,2026-08-03
628,PICROSS 3D 2,3DS,2015,Puzzle,2026-08-03
629,DYNASTY WARRIORS ADVANCE,GBA,2005,Action,2026-08-03
630,MEGA MAN BATTLE NETWORK 5: DOUBLE TEAM DS (JP SALES),DS,2005,Role-Playing,2026-08-03
631,FATAL FRAME 2: WII EDITION,Wii,2012,Action,2026-08-03
632,MICKEY'S SPEEDWAY USA (WEEKLY JP SALES),N64,2000,Racing,2026-08-03
633,PROJECT HACKER: KAKUSEI,DS,2006,Action,2026-08-03
634,L'AIGLE DE GUERRE,GBA,2001,Strategy,2026-08-03
635,NIHON KEIZAI SHINBUNSHA KANSHUU: SHIRANAI MAMADE WA SON O SURU MONO YA OKANE NO SHIKUMI DS,DS,2009,Misc,2026-08-03
636,FAMICOM MINI: FAMICOM TANTEI CLUB PART II - USHIRO NI TATSU SHOUJO ZENKOUHEN,GBA,2004,Adventure,2026-08-03
637,FAMICOM MINI: MAPPY,GBA,2004,Platform,2026-08-03
638,TOUCH MECHANIC,DS,2008,Simulation,2026-08-03
639,TERRANIGMA,SNES,1995,Role-Playing,2026-08-03
640,BRAIN AGE: CONCENTRATION TRAINING,3DS,2012,Puzzle,2026-08-03
641,POKEMON RUMBLE WORLD,3DS,2015,Action,2026-08-03
642,DISNEY ART ACADEMY,3DS,2016,Action,2026-08-03
643,INAZUMA ELEVEN 3,3DS,2013,Role-Playing,2026-08-03
644,KURIKIN: NANO ISLAND STORY,DS,2007,Role-Playing,2026-08-03
645,TABI NO YUBISASHI KAIWACHOU DS: DS SERIES 4 AMERICA,DS,2006,Misc,2026-08-03
646,JUST DANCE WII U,WiiU,2014,Misc,2026-08-03
647,FAMICOM MINI: FAMICOM MUKASHI BANASHI - SHIN ONIGA SHIMA ZENKOUHEN,GBA,2004,Adventure,2026-08-03
648,FAMICOM MINI: MARIO BROS.,GBA,2004,Platform,2026-08-03
649,ZERO: TSUKIHAMI NO KAMEN,Wii,N/A,Action,2026-08-03
650,FAMICOM MINI: SD GUNDAM WORLD GACHAPON SENSHI - SCRAMBLE WARS,GBA,2004,Strategy,2026-08-03
651,FAMICOM MINI: STAR SOLDIER,GBA,2004,Shooter,2026-08-03
652,MINNA NO JOUSHIKI RYOKU TV,Wii,2008,Misc,2026-08-03
653,DISASTER: DAY OF CRISIS,Wii,2008,Action,2026-08-03
654,FAMICOM MINI: HIKARI SHINWA: PALUTENA NO KAGAMI,GBA,2004,Platform,2026-08-03
655,MEGA MAN BATTLE NETWORK 5: DOUBLE TEAM DS (US SALES),DS,2005,Role-Playing,2026-08-03
656,DS URANAI SEIKATSU,DS,2009,Misc,2026-08-03
657,MAKE 10: A JOURNEY OF NUMBERS,DS,2007,Puzzle,2026-08-03
658,ITOI SHIGESATO NO BASS TSURI NO. 1 KETTEIHAN!,N64,2000,Sports,2026-08-03
659,FAMICOM MINI: NAZO NO MURASAME-JOU,GBA,2004,Action,2026-08-03
660,FAMICOM MINI: WRECKING CREW,GBA,2004,Puzzle,2026-08-03
661,MARIO TENNIS,Wii,2010,Sports,2026-08-03
662,KANJI SONOMAMA DS RAKUBIKI JITEN,DS,2006,Misc,2026-08-03
663,ANOTHER CODE R: A JOURNEY INTO LOST MEMORIES,Wii,2009,Adventure,2026-08-03
664,FAMICOM MINI: BALLOON FIGHT,GBA,2004,Action,2026-08-03
665,OSU! TATAKAE! OUENDAN,DS,2005,Misc,2026-08-03
666,MARIO VS. DONKEY KONG: TIPPING STARS,3DS,2015,Puzzle,2026-08-03
667,DEVIL'S THIRD,WiiU,2015,Action,2026-08-03
668,EIGO DE TABISURU: LITTLE CHARO,DS,2011,Misc,2026-08-03
669,TABI NO YUBISASHI KAIWACHOU DS: DS SERIES 3 KANKOKU,DS,2006,Misc,2026-08-03
670,DANCE DANCE REVOLUTION: MARIO MIX (JP SALES),GC,2005,Simulation,2026-08-03
671,CULDCEPT REVOLT,3DS,2016,Strategy,2026-08-03
672,MAWASHITE TSUNAGERU TOUCH PANIC,DS,2006,Puzzle,2026-08-03
673,TABI NO YUBISASHI KAIWACHOU DS: DS SERIES 2 CHUUGOKU,DS,2006,Misc,2026-08-03
674,QUIZ PARTY,Wii,2012,Misc,2026-08-03
675,WII DE ASOBU CHIBI-ROBO!,Wii,2009,Adventure,2026-08-03
676,TABI NO YUBISASHI KAIWACHOU DS: DS SERIES 1 THAI,DS,2006,Misc,2026-08-03
677,SEKAI NO GOHAN SHABERU! DS ORYOURI NAVI,DS,2008,Misc,2026-08-03
678,MINNA GA SHUYAKU NO NHK KOUHAKU QUIZ KASSEN,Wii,2009,Misc,2026-08-03
679,HANA TO IKIMO NO RITTAI ZUKAN,3DS,2011,Misc,2026-08-03
680,TABI NO YUBISASHI KAIWACHOU DS: DS SERIES 5 DEUTSCH,DS,2006,Misc,2026-08-03
681,FAMICOM MINI: CLU CLU LAND,GBA,2004,Puzzle,2026-08-03
682,FAMICOM REMIX BEST CHOICE,3DS,2015,Action,2026-08-03
683,MAGICAL STARSIGN (JP SALES),DS,2006,Role-Playing,2026-08-03
684,ELECTROPLANKTON,DS,2005,Misc,2026-08-03
685,SUUJIN TAISEN,DS,2007,Strategy,2026-08-03
686,METROID PRIME: FEDERATION FORCE,3DS,2016,Action,2026-08-03
687,EYESHIELD 21: FIELD SAIKYOU NO SENSHI TACHI,Wii,2007,Role-Playing,2026-08-03
688,EYESHIELD 21: DEVILBATS DEVILDAYS,GBA,2006,Role-Playing,2026-08-03
689,CALCIO BIT,GBA,2006,Sports,2026-08-03
690,1000 COOKING RECIPES FROM ELLE À TABLE,DS,2010,Misc,2026-08-03
691,TEDDY TOGETHER,3DS,2016,Simulation,2026-08-03
692,WII DE ASOBU: METROID PRIME,Wii,N/A,Shooter,2026-08-03
693,WII DE ASOBU: METROID PRIME,Wii,N/A,Shooter,2026-08-03
694,OTONA NO RENAI SHOUSETSU: HARLEQUIN SELECTION,DS,2010,Misc,2026-08-03
695,JET IMPULSE,DS,N/A,Simulation,2026-08-03
696,DONKEY KONG JUNGLE BEAT,Wii,2008,Platform,2026-08-03
697,NINTENDOGS AND CATS GOLDEN RETRIEVER AND NEW FRIENDS,3DS,2011,Action,2026-08-03
698,SLIDE ADVENTURE: MAG KID,DS,2007,Action,2026-08-03
699,MARIO VS. DONKEY KONG: TIPPING STARS,WiiU,2015,Puzzle,2026-08-03
700,ART ACADEMY: HOME STUDIO,WiiU,2015,Misc,2026-08-03
701,CAPTAIN RAINBOW,Wii,2008,Adventure,2026-08-03
702,MARIO & LUIGI: PAPER JAM & MARIO KART 7 DOUBLE PACK,3DS,2015,Misc,2026-08-03
